@relation QSAR-Dataset-from-ChEMBL17-for-Drug-Target-with-ChEMBL_ID:CHEMBL253-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1

@attribute SpDiam_EA.ed. numeric
@attribute CATS2D_07_DL numeric
@attribute GATS5m numeric
@attribute SpDiam_EA.bo. numeric
@attribute Eig01_EA.bo. numeric
@attribute SM11_AEA.ri. numeric
@attribute SpMax_EA.bo. numeric
@attribute SsCH3 numeric
@attribute SM13_EA.ed. numeric
@attribute Eig01_AEA.ed. numeric
@attribute SpMax_AEA.ed. numeric
@attribute P_VSA_MR_7 numeric
@attribute nPyrazoles numeric
@attribute CATS2D_01_AA numeric
@attribute SpMin2_Bh.v. numeric
@attribute SM15_EA.ed. numeric
@attribute SM03_EA.ed. numeric
@attribute C.026 numeric
@attribute MATS8p numeric
@attribute SsssCH numeric
@attribute nArX numeric
@attribute Eig01_EA numeric
@attribute SM09_AEA.bo. numeric
@attribute SpDiam_EA numeric
@attribute SpMax_EA numeric
@attribute MATS7m numeric
@attribute Eig01_AEA.ri. numeric
@attribute SpMax_AEA.ri. numeric
@attribute SM15_EA.bo. numeric
@attribute SpDiam_AEA.bo. numeric
@attribute P_VSA_m_2 numeric
@attribute SM10_EA.ed. numeric
@attribute Eig01_AEA.bo. numeric
@attribute SpMax_AEA.bo. numeric
@attribute Eta_FL_A numeric
@attribute DLS_04 numeric
@attribute Eig01_EA.ed. numeric
@attribute SM10_AEA.dm. numeric
@attribute SpMax_EA.ed. numeric
@attribute SM11_EA.ed. numeric
@attribute SM12_EA.ed. numeric
@attribute SM14_EA.ed. numeric
@attribute Eig02_AEA.ed. numeric
@attribute Eig03_EA.bo. numeric
@attribute SM13_AEA.ri. numeric
@attribute SM13_EA.bo. numeric
@attribute SpMax2_Bh.s. numeric
@attribute DLS_02 numeric
@attribute P_VSA_s_1 numeric
@attribute SpMax1_Bh.m. numeric
@attribute SM14_EA.bo. numeric
@attribute NNRS numeric
@attribute NssssC numeric
@attribute SpDiam_AEA.dm. numeric
@attribute Eig02_EA numeric
@attribute SM10_AEA.bo. numeric
@attribute NRS numeric
@attribute H.046 numeric
@attribute SM14_EA numeric
@attribute SpMax2_Bh.m. numeric
@attribute Eig03_AEA.ed. numeric
@attribute C.004 numeric
@attribute nCq numeric
@attribute SM09_EA.ed. numeric
@attribute Eig02_EA.ed. numeric
@attribute SM11_AEA.dm. numeric
@attribute cRo5 numeric
@attribute Eig02_AEA.bo. numeric
@attribute SM07_EA.ed. numeric
@attribute SM13_EA numeric
@attribute pXC50 numeric

@data
19.986, 0.0, 0.924, 7.759, 4.759, 4.759, 4.759, 3.479, 33.099, 7.317, 7.317, 84.105, 0.0, 1, 2.034, 38.115, 8.102, 3, -0.162, -0.073, 2, 3.411, 3.411, 5.411, 3.411, -0.014, 4.33, 4.33, 23.473, 5.811, 199.638, 25.62, 4.885, 4.885, 0.269, 0.4, 12.559, 12.559, 12.559, 28.097, 30.603, 35.608, 6.757, 3.527, 3.527, 20.391, 6.999, 0.67, 5.807, 4.739, 21.939, 1, 0.0, 6.692, 3.195, 3.195, 4, 0.0, 17.575, 4.031, 6.322, 0.0, 0.0, 23.111, 11.104, 11.104, 0.0, 4.449, 18.141, 16.376, 6
21.625, 0.0, 0.951, 7.767, 4.767, 4.767, 4.767, 1.808, 33.98, 7.668, 7.668, 5.807, 0.0, 0.0, 2.009, 39.192, 8.138, 4, -0.113, 0.0, 0.0, 3.517, 3.517, 5.517, 3.517, 0.12, 4.439, 4.439, 23.494, 5.936, 147.878, 26.198, 4.936, 4.936, 0.24, 1, 13.625, 13.625, 13.625, 28.779, 31.382, 36.586, 6.458, 3.751, 3.751, 20.409, 7.43, 0.67, 5.807, 4.742, 21.955, 1, 0.0, 6.727, 3.024, 3.024, 4, 0.0, 17.798, 3.938, 6.227, 0.0, 0.0, 23.597, 9.96, 9.96, 1, 4.3, 18.447, 16.57, 4.495
19.935, 8, 0.625, 7.704, 4.704, 4.704, 4.704, 0.0, 33.036, 7.31, 7.31, 84.105, 0.0, 1, 2.034, 38.05, 8.026, 3, -0.011, -0.136, 2, 3.399, 3.399, 5.399, 3.399, -0.036, 4.317, 4.317, 23.308, 5.809, 212.618, 25.553, 4.857, 4.857, 0.275, 0.6, 12.515, 12.515, 12.515, 28.032, 30.538, 35.544, 6.742, 3.524, 3.524, 20.252, 6.999, 0.67, 5.807, 4.736, 21.789, 1, 0.0, 6.687, 3.186, 3.186, 4, 0.0, 17.507, 4.031, 5.951, 0.0, 0.0, 23.041, 11.054, 11.054, 1, 4.443, 18.066, 16.308, 6
19.813, 1, 1.108, 7.7, 4.7, 4.7, 4.7, 3.739, 32.889, 7.307, 7.307, 5.807, 0.0, 0.0, 2.015, 37.92, 7.847, 3, 0.032, -0.592, 0.0, 3.389, 3.389, 5.389, 3.389, -0.055, 4.308, 4.308, 23.251, 5.751, 201.017, 25.377, 4.851, 4.851, 0.251, 0.8, 12.497, 12.497, 12.497, 27.868, 30.381, 35.404, 6.472, 3.449, 3.449, 20.181, 7.428, 0.83, 5.807, 4.736, 21.725, 1, 0.0, 6.701, 3.015, 3.015, 3, 3, 17.294, 4.071, 5.459, 0.0, 0.0, 22.861, 10.054, 10.054, 1, 4.24, 17.873, 16.096, 4.495
17.115, 1, 0.918, 6.971, 3.971, 3.971, 3.971, 1.688, 30.48, 6.524, 6.524, 0.0, 0.0, 0.0, 2.01, 35.102, 7.298, 3, 0.13, 0.305, 0.0, 3.071, 3.071, 5.071, 3.071, -0.044, 4.058, 4.058, 21.042, 5.294, 181.292, 23.61, 4.364, 4.364, 0.27, 0.8, 10.286, 10.286, 10.286, 25.869, 28.19, 32.797, 6.142, 3.559, 3.559, 18.336, 4.868, 1, 0.0, 3.975, 19.768, 0.75, 0.0, 5.409, 2.802, 2.802, 3, 1, 16.07, 3.857, 5.48, 0.0, 0.0, 21.27, 9.046, 9.046, 1, 4.081, 16.679, 14.963, 4.495
19.719, 5, 0.73, 7.463, 4.463, 4.463, 4.463, 7.89, 32.681, 7.05, 7.05, 94.96, 1, 1, 1.98, 37.615, 8.026, 3, 0.236, 0.0, 2, 3.356, 3.356, 5.356, 3.356, -0.159, 4.311, 4.311, 22.567, 5.576, 164.394, 25.331, 4.704, 4.704, 0.229, 0.8, 12.094, 12.094, 12.094, 27.759, 30.229, 35.151, 6.733, 3.498, 3.498, 19.625, 5.07, 1, 0.0, 4.155, 21.105, 1, 1, 5.697, 3.19, 3.19, 3, 6, 17.426, 3.963, 6.312, 0.0, 0.0, 22.852, 10.956, 10.956, 1, 4.266, 17.956, 16.243, 8.244
19.675, 5, 0.799, 7.462, 4.462, 4.462, 4.462, 3.883, 32.436, 7.046, 7.046, 94.96, 1, 1, 1.906, 37.402, 7.627, 3, 0.015, 0.0, 2, 3.342, 3.342, 5.342, 3.342, -0.065, 4.294, 4.294, 22.558, 5.551, 148.849, 25.041, 4.701, 4.701, 0.249, 0.8, 12.081, 12.081, 12.081, 27.48, 29.969, 34.922, 6.328, 3.478, 3.478, 19.61, 5.069, 1, 0.0, 4.154, 21.094, 1, 0.0, 5.649, 2.842, 2.842, 3, 6, 17.027, 3.962, 6.027, 0.0, 0.0, 22.539, 9.421, 9.421, 1, 4.215, 17.611, 15.84, 5.825
19.675, 5, 0.785, 7.462, 4.462, 4.462, 4.462, 3.968, 32.436, 7.046, 7.046, 94.96, 1, 1, 1.935, 37.402, 7.627, 3, 0.019, 0.0, 2, 3.342, 3.342, 5.342, 3.342, -0.081, 4.294, 4.294, 22.558, 5.584, 151.384, 25.041, 4.701, 4.701, 0.24, 0.8, 12.081, 12.081, 12.081, 27.48, 29.969, 34.922, 6.328, 3.478, 3.478, 19.61, 5.069, 1, 0.0, 4.154, 21.094, 1, 0.0, 5.649, 2.842, 2.842, 3, 8, 17.028, 3.962, 6.027, 0.0, 0.0, 22.539, 9.421, 9.421, 1, 4.215, 17.611, 15.84, 6.099
19.675, 5, 0.77, 7.462, 4.462, 4.462, 4.462, 4.024, 32.436, 7.046, 7.046, 94.96, 1, 1, 1.958, 37.402, 7.627, 3, 0.022, 0.0, 2, 3.342, 3.342, 5.342, 3.342, -0.049, 4.294, 4.294, 22.558, 5.608, 153.918, 25.041, 4.701, 4.701, 0.231, 0.8, 12.081, 12.081, 12.081, 27.48, 29.969, 34.922, 6.328, 3.478, 3.478, 19.61, 5.069, 1, 0.0, 4.154, 21.094, 1, 0.0, 5.649, 2.842, 2.842, 3, 10, 17.028, 3.962, 6.027, 0.0, 0.0, 22.539, 9.421, 9.421, 1, 4.215, 17.611, 15.84, 6.686
19.675, 5, 0.783, 7.462, 4.462, 4.462, 4.462, 1.864, 32.436, 7.046, 7.046, 94.96, 1, 1, 1.953, 37.402, 7.627, 3, 0.02, 0.0, 2, 3.342, 3.342, 5.342, 3.342, -0.048, 4.294, 4.294, 22.558, 5.625, 145.093, 25.041, 4.701, 4.701, 0.235, 0.8, 12.081, 12.081, 12.081, 27.48, 29.969, 34.922, 6.328, 3.478, 3.478, 19.61, 6.456, 1, 0.0, 4.154, 21.094, 1, 0.0, 5.649, 2.842, 2.842, 3, 5, 17.028, 3.962, 6.027, 0.0, 0.0, 22.539, 9.421, 9.421, 1, 4.215, 17.611, 15.84, 5.63
19.675, 5, 0.761, 7.462, 4.462, 4.462, 4.462, 4.063, 32.436, 7.046, 7.046, 94.96, 1, 1, 1.974, 37.402, 7.627, 3, 0.022, 0.0, 2, 3.342, 3.342, 5.342, 3.342, -0.026, 4.294, 4.294, 22.558, 5.625, 156.453, 25.041, 4.701, 4.701, 0.223, 0.8, 12.081, 12.081, 12.081, 27.48, 29.969, 34.922, 6.328, 3.478, 3.478, 19.61, 5.069, 1, 0.0, 4.154, 21.094, 1, 0.0, 5.649, 2.842, 2.842, 3, 12, 17.028, 3.962, 6.027, 0.0, 0.0, 22.539, 9.421, 9.421, 1, 4.215, 17.611, 15.84, 6.416
19.675, 6, 0.755, 7.462, 4.462, 4.462, 4.462, 4.092, 32.436, 7.046, 7.046, 94.96, 1, 1, 1.987, 37.402, 7.627, 3, 0.069, 0.0, 2, 3.342, 3.342, 5.342, 3.342, -0.009, 4.294, 4.294, 22.558, 5.637, 158.987, 25.041, 4.701, 4.701, 0.215, 0.8, 12.081, 12.081, 12.081, 27.48, 29.969, 34.922, 6.328, 3.478, 3.478, 19.61, 5.07, 0.83, 0.0, 4.154, 21.094, 1, 0.0, 5.649, 2.842, 2.842, 3, 14, 17.028, 3.962, 6.027, 0.0, 0.0, 22.539, 9.421, 9.421, 1, 4.215, 17.611, 15.84, 6.593
20.07, 7, 0.761, 7.522, 4.522, 4.522, 4.522, 7.952, 32.874, 7.152, 7.152, 94.96, 1, 1, 1.909, 37.898, 7.828, 3, -0.111, 0.0, 2, 3.393, 3.393, 5.393, 3.393, 0.101, 4.341, 4.341, 22.826, 5.599, 153.918, 25.395, 4.749, 4.749, 0.236, 0.8, 12.477, 12.477, 12.477, 27.864, 30.378, 35.388, 6.441, 3.784, 3.784, 19.865, 5.067, 1, 0.0, 4.161, 21.353, 1, 0.0, 5.664, 2.922, 2.922, 3, 6, 17.295, 3.985, 6.32, 0.0, 0.0, 22.872, 9.816, 9.816, 1, 4.302, 17.897, 16.099, 5.709
20.07, 7, 0.756, 7.522, 4.522, 4.522, 4.522, 8.045, 32.874, 7.152, 7.152, 94.96, 1, 1, 1.936, 37.898, 7.828, 3, -0.1, 0.0, 2, 3.394, 3.394, 5.394, 3.394, 0.083, 4.341, 4.341, 22.826, 5.633, 156.453, 25.395, 4.749, 4.749, 0.227, 0.8, 12.477, 12.477, 12.477, 27.864, 30.378, 35.388, 6.441, 3.784, 3.784, 19.865, 5.067, 1, 0.0, 4.161, 21.353, 1, 0.0, 5.664, 2.922, 2.922, 3, 8, 17.295, 3.985, 6.32, 0.0, 0.0, 22.872, 9.816, 9.816, 1, 4.302, 17.897, 16.099, 6.337
20.07, 7, 0.748, 7.522, 4.522, 4.522, 4.522, 8.107, 32.874, 7.152, 7.152, 94.96, 1, 1, 1.958, 37.898, 7.828, 3, -0.092, 0.0, 2, 3.394, 3.394, 5.394, 3.394, 0.102, 4.341, 4.341, 22.826, 5.656, 158.987, 25.395, 4.749, 4.749, 0.22, 0.8, 12.477, 12.477, 12.477, 27.864, 30.378, 35.388, 6.441, 3.784, 3.784, 19.865, 5.067, 0.83, 0.0, 4.161, 21.353, 1, 0.0, 5.664, 2.922, 2.922, 3, 10, 17.295, 3.985, 6.32, 0.0, 0.0, 22.872, 9.816, 9.816, 1, 4.302, 17.897, 16.099, 6.305
20.07, 7, 0.758, 7.522, 4.522, 4.522, 4.522, 5.907, 32.874, 7.152, 7.152, 94.96, 1, 1, 1.953, 37.898, 7.828, 3, -0.092, 0.0, 2, 3.394, 3.394, 5.394, 3.394, 0.101, 4.341, 4.341, 22.826, 5.673, 150.162, 25.395, 4.749, 4.749, 0.224, 1, 12.477, 12.477, 12.477, 27.864, 30.378, 35.388, 6.441, 3.784, 3.784, 19.865, 6.456, 1, 0.0, 4.161, 21.353, 1, 0.0, 5.664, 2.922, 2.922, 3, 5, 17.295, 3.985, 6.32, 0.0, 0.0, 22.872, 9.816, 9.816, 1, 4.302, 17.897, 16.099, 5.495
19.675, 5, 0.767, 7.462, 4.462, 4.462, 4.462, 8.324, 32.51, 7.046, 7.046, 94.96, 1, 1, 1.991, 37.453, 7.96, 3, 0.033, 0.0, 2, 3.343, 3.343, 5.343, 3.343, -0.105, 4.294, 4.294, 22.561, 5.614, 166.499, 25.16, 4.701, 4.701, 0.223, 0.8, 12.081, 12.081, 12.081, 27.585, 30.056, 34.984, 6.394, 3.478, 3.478, 19.618, 5.07, 1, 0.0, 4.154, 21.099, 1, 1, 5.65, 3.099, 3.099, 3, 12, 17.292, 3.962, 6.328, 1, 1, 22.683, 9.952, 9.952, 1, 4.216, 17.806, 16.117, 7.281
20.07, 6, 0.946, 7.522, 4.522, 4.522, 4.522, 7.789, 32.874, 7.152, 7.152, 16.663, 1, 1, 1.974, 37.898, 7.828, 3, -0.051, 0.0, 2, 3.394, 3.394, 5.394, 3.394, 0.102, 4.343, 4.343, 22.826, 5.673, 172.762, 25.395, 4.749, 4.749, 0.221, 1, 12.477, 12.477, 12.477, 27.864, 30.378, 35.388, 6.441, 3.784, 3.784, 19.865, 8.191, 0.83, 0.0, 4.104, 21.353, 1, 0.0, 5.663, 2.922, 2.922, 3, 12, 17.295, 3.855, 6.32, 0.0, 0.0, 22.872, 9.816, 9.816, 1, 4.302, 17.897, 16.099, 6.312
20.07, 8, 0.742, 7.522, 4.522, 4.522, 4.522, 8.184, 32.874, 7.152, 7.152, 94.96, 1, 1, 1.987, 37.898, 7.828, 3, -0.045, 0.0, 2, 3.394, 3.394, 5.394, 3.394, 0.119, 4.341, 4.341, 22.826, 5.685, 164.056, 25.395, 4.749, 4.749, 0.205, 1, 12.477, 12.477, 12.477, 27.864, 30.378, 35.388, 6.441, 3.784, 3.784, 19.865, 5.067, 0.67, 0.0, 4.161, 21.353, 1, 0.0, 5.664, 2.922, 2.922, 3, 14, 17.295, 3.985, 6.32, 0.0, 0.0, 22.872, 9.816, 9.816, 1, 4.302, 17.897, 16.099, 6.689
20.07, 7, 0.939, 7.522, 4.522, 4.522, 4.522, 7.827, 32.874, 7.152, 7.152, 16.663, 1, 1, 1.987, 37.898, 7.828, 3, -0.015, 0.0, 2, 3.394, 3.394, 5.394, 3.394, 0.109, 4.343, 4.343, 22.826, 5.685, 175.297, 25.395, 4.749, 4.749, 0.214, 1, 12.477, 12.477, 12.477, 27.864, 30.378, 35.388, 6.441, 3.784, 3.784, 19.865, 8.191, 0.83, 0.0, 4.104, 21.353, 1, 0.0, 5.663, 2.922, 2.922, 3, 14, 17.295, 3.855, 6.32, 0.0, 0.0, 22.872, 9.816, 9.816, 1, 4.302, 17.897, 16.099, 6.437
19.684, 5, 0.855, 7.462, 4.462, 4.462, 4.462, 5.693, 32.439, 7.047, 7.047, 94.96, 1, 1, 1.913, 37.405, 7.662, 3, 0.265, 0.02, 2, 3.343, 3.343, 5.343, 3.343, -0.113, 4.295, 4.295, 22.558, 5.535, 153.034, 25.045, 4.702, 4.702, 0.249, 0.8, 12.083, 12.083, 12.083, 27.484, 29.972, 34.925, 6.331, 3.48, 3.48, 19.611, 5.069, 1, 0.0, 4.154, 21.095, 1, 0.0, 5.656, 2.847, 2.847, 3, 3, 17.039, 3.962, 6.035, 0.0, 0.0, 22.543, 9.437, 9.437, 1, 4.217, 17.617, 15.853, 5.946
19.711, 5, 0.881, 7.463, 4.463, 4.463, 4.463, 7.667, 32.545, 7.049, 7.049, 94.96, 1, 1, 1.955, 37.487, 7.96, 3, 0.349, 0.0, 2, 3.352, 3.352, 5.352, 3.352, -0.159, 4.306, 4.306, 22.565, 5.557, 161.859, 25.196, 4.703, 4.703, 0.239, 0.8, 12.089, 12.089, 12.089, 27.62, 30.092, 35.019, 6.493, 3.494, 3.494, 19.622, 5.07, 1, 0.0, 4.154, 21.103, 1, 1, 5.691, 3.126, 3.126, 3, 3, 17.335, 3.963, 6.284, 0.0, 0.0, 22.716, 10.255, 10.255, 1, 4.243, 17.832, 16.156, 7.836
19.685, 6, 0.762, 7.462, 4.462, 4.462, 4.462, 6.141, 32.44, 7.047, 7.047, 94.96, 1, 1, 1.991, 37.405, 7.678, 3, 0.129, 0.091, 2, 3.343, 3.343, 5.343, 3.343, -0.04, 4.295, 4.295, 22.559, 5.638, 165.707, 25.047, 4.702, 4.702, 0.207, 1, 12.083, 12.083, 12.083, 27.485, 29.973, 34.926, 6.332, 3.48, 3.48, 19.611, 5.07, 0.83, 0.0, 4.155, 21.095, 1, 0.0, 5.657, 2.849, 2.849, 3, 14, 17.045, 3.962, 6.037, 0.0, 0.0, 22.545, 9.441, 9.441, 1, 4.217, 17.622, 15.86, 6.625
20.079, 7, 0.808, 7.522, 4.522, 4.522, 4.522, 9.766, 32.876, 7.152, 7.152, 94.96, 1, 1, 1.916, 37.899, 7.856, 3, 0.072, 0.014, 2, 3.394, 3.394, 5.394, 3.394, 0.06, 4.342, 4.342, 22.826, 5.584, 158.103, 25.398, 4.75, 4.75, 0.236, 0.8, 12.478, 12.478, 12.478, 27.867, 30.38, 35.39, 6.442, 3.785, 3.785, 19.865, 5.067, 1, 0.0, 4.161, 21.353, 1, 0.0, 5.67, 2.923, 2.923, 3, 3, 17.303, 3.986, 6.325, 0.0, 0.0, 22.875, 9.819, 9.819, 1, 4.302, 17.901, 16.109, 5.746
20.105, 7, 0.835, 7.522, 4.522, 4.522, 4.522, 11.751, 32.946, 7.153, 7.153, 94.96, 1, 1, 1.956, 37.95, 8.107, 3, 0.154, 0.0, 2, 3.399, 3.399, 5.399, 3.399, 0.015, 4.348, 4.348, 22.831, 5.605, 166.928, 25.507, 4.751, 4.751, 0.226, 0.8, 12.481, 12.481, 12.481, 27.961, 30.462, 35.45, 6.518, 3.789, 3.789, 19.873, 5.067, 1, 0.0, 4.161, 21.36, 1, 1, 5.699, 3.137, 3.137, 3, 3, 17.538, 3.986, 6.424, 0.0, 0.0, 23.002, 10.299, 10.299, 1, 4.306, 18.067, 16.351, 7.695
20.111, 7, 0.718, 7.522, 4.522, 4.522, 4.522, 11.982, 33.039, 7.154, 7.154, 94.96, 1, 1, 1.98, 38.033, 8.165, 3, 0.081, 0.0, 2, 3.401, 3.401, 5.401, 3.401, 0.01, 4.351, 4.351, 22.833, 5.623, 169.463, 25.608, 4.751, 4.751, 0.218, 0.8, 12.483, 12.483, 12.483, 28.062, 30.558, 35.538, 6.74, 3.79, 3.79, 19.876, 5.067, 0.83, 0.0, 4.162, 21.362, 1, 1, 5.705, 3.201, 3.201, 3, 6, 17.613, 3.986, 6.436, 0.0, 0.0, 23.106, 10.977, 10.977, 1, 4.311, 18.167, 16.423, 6.915
20.071, 7, 0.75, 7.522, 4.522, 4.522, 4.522, 12.416, 32.923, 7.152, 7.152, 94.96, 1, 1, 1.996, 37.929, 8.107, 3, -0.077, 0.0, 2, 3.394, 3.394, 5.394, 3.394, 0.054, 4.342, 4.342, 22.829, 5.663, 171.568, 25.481, 4.749, 4.749, 0.212, 1, 12.477, 12.477, 12.477, 27.937, 30.437, 35.428, 6.442, 3.784, 3.784, 19.87, 5.067, 0.83, 0.0, 4.161, 21.357, 1, 1, 5.664, 3.099, 3.099, 3, 12, 17.503, 3.986, 6.394, 1, 1, 22.977, 9.952, 9.952, 1, 4.302, 18.047, 16.32, 6.875
20.08, 8, 0.753, 7.522, 4.522, 4.522, 4.522, 10.246, 32.877, 7.152, 7.152, 94.96, 1, 1, 1.996, 37.9, 7.87, 3, 0.016, 0.085, 2, 3.394, 3.394, 5.394, 3.394, 0.081, 4.342, 4.342, 22.827, 5.686, 170.776, 25.4, 4.75, 4.75, 0.198, 0.9, 12.478, 12.478, 12.478, 27.867, 30.381, 35.391, 6.442, 3.785, 3.785, 19.866, 5.067, 0.67, 0.0, 4.162, 21.354, 1, 0.0, 5.67, 2.924, 2.924, 3, 14, 17.308, 3.986, 6.326, 0.0, 0.0, 22.876, 9.82, 9.82, 1, 4.302, 17.905, 16.114, 6.868
20.071, 6, 0.954, 7.522, 4.522, 4.522, 4.522, 11.948, 32.923, 7.152, 7.152, 16.663, 1, 1, 2, 37.929, 8.107, 3, -0.034, 0.0, 2, 3.394, 3.394, 5.394, 3.394, 0.02, 4.343, 4.343, 22.829, 5.663, 182.809, 25.481, 4.749, 4.749, 0.221, 1, 12.477, 12.477, 12.477, 27.937, 30.437, 35.428, 6.442, 3.784, 3.784, 19.87, 8.191, 0.83, 0.0, 4.104, 21.357, 1, 1, 5.664, 3.099, 3.099, 3, 12, 17.503, 3.855, 6.394, 1, 1, 22.977, 9.952, 9.952, 1, 4.302, 18.047, 16.32, 6.787
18.746, 0.0, 1.062, 7.105, 4.105, 4.105, 4.105, 0.0, 32.432, 7.118, 7.118, 16.786, 0.0, 0.0, 2.007, 37.296, 8.143, 0.0, 0.05, 0.0, 0.0, 3.325, 3.325, 5.325, 3.325, -0.052, 4.194, 4.194, 21.588, 5.488, 160.35, 25.177, 4.488, 4.488, 0.239, 0.7, 11.701, 11.701, 11.701, 27.581, 30.011, 34.865, 6.745, 3.517, 3.517, 18.825, 8.358, 0.83, 0.0, 4.027, 20.243, 1, 2, 6.46, 3.23, 3.23, 4, 0.0, 17.504, 3.866, 6.298, 0.0, 0.0, 22.744, 11.058, 11.058, 1, 4.339, 17.92, 16.329, 7.602
20.188, 1, 1.046, 6.471, 3.835, 3.835, 3.835, 4.136, 33.498, 7.292, 7.292, 12.233, 0.0, 0.0, 2.016, 38.634, 7.993, 0.0, -0.154, 2.348, 0.0, 3.464, 3.464, 5.464, 3.464, -0.278, 4.445, 4.445, 20.371, 5.504, 98.006, 25.827, 4.504, 4.504, 0.118, 1, 13.124, 13.124, 13.124, 28.372, 30.937, 36.066, 6.46, 3.012, 3.012, 17.733, 7.413, 1, 0.0, 3.989, 19.062, 0.5, 1, 5.772, 3.049, 3.049, 2, 16, 17.574, 3.858, 5.913, 0.0, 0.0, 23.262, 9.967, 9.967, 1, 4.352, 18.178, 16.354, 7.699
20.663, 4, 1.105, 6.567, 3.919, 3.919, 3.919, 8.592, 33.84, 7.292, 7.292, 12.233, 0.0, 0.0, 2.047, 38.946, 8.33, 0.0, -0.068, 2.321, 0.0, 3.466, 3.466, 5.466, 3.466, -0.137, 4.448, 4.448, 20.756, 5.582, 115.656, 26.209, 4.582, 4.582, 0.103, 1, 13.125, 13.125, 13.125, 28.742, 31.294, 36.394, 7.257, 3.36, 3.36, 18.087, 7.413, 1, 0.0, 3.996, 19.429, 0.5, 2, 5.803, 3.395, 3.395, 2, 25, 18.019, 3.885, 6.389, 1, 1, 23.653, 12.303, 12.303, 1, 4.466, 18.574, 16.793, 7.726
19.837, 4, 1.057, 6.562, 3.915, 3.915, 3.915, 8.513, 32.676, 7.259, 7.259, 12.233, 0.0, 0.0, 2.032, 37.679, 7.735, 0.0, -0.031, 0.219, 0.0, 3.4, 3.4, 5.4, 3.4, -0.129, 4.385, 4.385, 20.614, 5.573, 113.122, 25.21, 4.573, 4.573, 0.12, 1, 12.305, 12.305, 12.305, 27.682, 30.185, 35.179, 6.409, 2.661, 2.661, 17.921, 7.413, 1, 0.0, 3.93, 19.276, 1, 1, 5.78, 2.944, 2.944, 2, 22, 17.276, 3.722, 5.557, 1, 1, 22.701, 9.741, 9.741, 1, 4.215, 17.735, 16.071, 7.538
21.554, 2, 0.943, 6.943, 3.943, 3.943, 3.943, 4.207, 34.406, 7.653, 7.653, 12.233, 0.0, 0.0, 2.053, 39.683, 8.239, 0.0, 0.026, 2.649, 0.0, 3.553, 3.553, 5.553, 3.553, 0.012, 4.548, 4.548, 20.926, 5.56, 140.969, 26.523, 4.56, 4.56, 0.165, 0.8, 14.076, 14.076, 14.076, 29.141, 31.774, 37.044, 6.611, 3.515, 3.515, 18.243, 7.413, 1, 0.0, 4.005, 19.621, 0.6, 1, 5.741, 3.139, 3.139, 3, 15, 17.951, 3.926, 6.275, 1, 1, 23.893, 10.561, 10.561, 1, 4.462, 18.674, 16.71, 6.383
21.554, 3, 0.934, 6.943, 3.943, 3.943, 3.943, 4.372, 34.407, 7.653, 7.653, 12.233, 0.0, 0.0, 2.059, 39.683, 8.239, 0.0, -0.034, 2.643, 0.0, 3.553, 3.553, 5.553, 3.553, 0.01, 4.548, 4.548, 20.927, 5.56, 148.573, 26.524, 4.56, 4.56, 0.15, 1, 14.076, 14.076, 14.076, 29.141, 31.775, 37.044, 6.613, 3.515, 3.515, 18.244, 7.413, 0.83, 0.0, 4.007, 19.622, 0.6, 1, 5.741, 3.141, 3.141, 3, 22, 17.953, 3.928, 6.276, 1, 1, 23.894, 10.577, 10.577, 1, 4.463, 18.676, 16.711, 7.845
21.555, 4, 0.891, 6.994, 3.994, 3.994, 3.994, 2.166, 34.427, 7.653, 7.653, 12.233, 0.0, 0.0, 2.071, 39.697, 8.313, 1, 0.002, 2.551, 0.0, 3.553, 3.553, 5.553, 3.553, 0.032, 4.548, 4.548, 21.14, 5.564, 180.176, 26.559, 4.564, 4.564, 0.201, 0.7, 14.076, 14.076, 14.076, 29.17, 31.799, 37.061, 6.753, 3.516, 3.516, 18.445, 7.413, 0.5, 0.0, 4.019, 19.845, 0.667, 1, 5.746, 3.201, 3.201, 4, 15, 18.006, 3.945, 6.314, 1, 1, 23.935, 11.075, 11.075, 1, 4.503, 18.729, 16.767, 5.523
19.895, 3, 0.942, 6.942, 3.942, 3.942, 3.942, 2.187, 33.444, 7.272, 7.272, 12.233, 0.0, 0.0, 2.059, 38.551, 8.107, 0.0, -0.021, 2.581, 0.0, 3.447, 3.447, 5.447, 3.447, -0.05, 4.445, 4.445, 20.866, 5.479, 141.853, 25.828, 4.479, 4.479, 0.155, 1, 13.024, 13.024, 13.024, 28.353, 30.9, 35.997, 6.612, 3.44, 3.44, 18.182, 7.413, 0.83, 0.0, 3.999, 19.563, 0.6, 1, 5.724, 3.141, 3.141, 3, 22, 17.616, 3.927, 6.27, 1, 1, 23.283, 10.573, 10.573, 1, 4.438, 18.241, 16.405, 7.798
